drone_id,timestamp,x,y,z,velocity,battery_level,signal_strength,collision_warning,formation_pattern,mission_status
19,0,-2.517378270580996,2.6816801619103265,-4.573454656306387,5.801030194508061,95.31635005631632,56.87604720729966,0,line,surveillance
0,1,4.167586086848348,-6.054321582169776,1.2372996730206471,7.944758675340097,98.74073854549775,54.65513839029496,0,line,return
1,1,6.63571377141214,-7.1002072384189905,6.053636280568201,5.238143619189914,96.32022160564881,94.85551299762886,0,random,exploration
2,1,-3.300123607892454,1.2612684858050178,1.5653623664934062,0.0759237576932803,99.14595974291251,77.4366894683293,0,random,exploration
3,1,-3.471757090131839,3.7725053244002282,-4.672486309807103,3.558736312452001,98.32300150920366,87.32457025590121,0,grid,delivery
4,1,4.210300799972449,9.583964913269737,-1.1269405800143524,3.9780355152258817,98.73005178310459,98.65052773762227,0,circle,return
5,1,-3.6686808217874476,6.146909853433169,2.7898000184599785,7.539556396577882,97.06548057686821,74.6258846909432,0,line,return
6,1,-5.254462490305562,2.5123620762159264,-1.0173139266292544,0.23184924793301143,95.30840718706138,71.40920741586572,0,grid,return
7,1,3.67000247046046,-2.162311161723346,3.9852489745180395,5.776465929028879,95.69431664241571,65.84610025781389,0,line,surveillance
8,1,0.96590462925591,2.026586898644184,-4.319287181005666,9.225108400487546,94.99973074947869,57.0042007618262,0,circle,surveillance
9,1,0.8686255297276395,4.462235788302265,5.430992720488691,10.53726125980664,98.15254424390123,64.67959221322467,0,grid,surveillance
10,1,2.6752384315302398,19.363657453273607,2.9544525534658352,10.52950315886555,95.97103665281949,94.50026709087831,0,random,surveillance
11,1,5.777828200902994,0.9251139905466926,-4.179644589146841,0.5391341069511313,97.6220099093377,77.13223173537884,0,circle,surveillance
12,1,-2.2596593289471674,5.54475298483683,0.42140009547731383,11.549903296479162,98.87089486251578,81.14452379095002,0,line,return
13,1,-5.288723889646531,12.045179786962311,9.317068791602665,9.561448522473098,96.3195433313867,98.79260397312673,0,circle,delivery
14,1,-3.20893232384194,4.362166673981119,-3.862603692163503,0.38026115123186266,95.13675792661037,91.79900602561028,0,line,exploration
15,1,-0.47368220733449506,-1.5712354557518382,-1.4892345325529168,3.75364347246893,97.2038666764694,85.72979613500311,0,line,exploration
16,1,10.710780985063165,5.262326302755734,-7.496849829770067,5.339590179768924,96.16076944767816,50.719674431487796,0,line,delivery
17,1,-2.3211703643312567,-1.086959806033345,9.460028402361521,1.467512409765022,97.49192062441584,73.67358853902829,0,circle,exploration
18,1,8.262056519658175,-7.0507068898031635,-2.1002224334849187,5.619189219397068,96.82070042142882,75.15681292900439,0,line,exploration
19,1,0.7537028864304567,-0.9122876291577559,0.4044830355858019,8.78663371910195,95.24884879287521,78.77370889379395,0,random,exploration
0,2,10.865166873281332,-9.56043899761251,-0.5589254751779167,14.417858457358713,95.37324679021968,59.78955673946482,0,grid,surveillance
1,2,3.141586032422883,-2.2321638302618028,1.2379913064285994,4.78463445440642,95.67562344515274,51.163596786791295,0,line,delivery
2,2,1.9850774298252367,-3.264547976303271,4.697999377166254,11.026065657058286,95.88259534807577,64.10172862856533,0,line,return
3,2,1.7364976043830467,-8.73835805965891,-5.902850521409272,11.646194411129953,98.19598229873492,96.53786628017824,0,line,delivery
4,2,4.327081744940149,4.2675481800031925,6.7273940357716455,4.800744015459176,95.42238385751901,69.46008393670816,0,line,delivery
5,2,0.30501920816379524,-1.1552023114427126,-2.8654734145418894,14.250929505762073,95.14696426531222,78.67189440616431,0,line,exploration
6,2,-4.83008690749851,-5.87094306393866,5.990554367500339,11.873685655887728,95.95190928602723,54.560305152434516,0,grid,surveillance
7,2,4.158313469814679,-10.250088743151398,9.052157582833592,13.315562741374496,98.14542493723961,55.853350821380296,0,circle,surveillance
8,2,-3.911101977832157,1.4184360574595616,1.4248328555436138,1.091445095462903,95.79069970354823,85.31211135782482,0,line,surveillance
9,2,-2.3347158768556486,5.971771692044619,-2.1869086528766037,14.208728660757881,94.96999468088565,87.66890926294708,0,grid,delivery
10,2,1.754537827990023,7.57678108474776,4.488298116010097,1.6679622345922702,97.4368744785457,50.567682238370956,0,circle,return
11,2,-0.5996926498171355,6.555691129904574,4.054315507320198,8.750531476457395,95.0891372576273,68.7435289761852,0,random,exploration
12,2,1.3204624090520838,0.2629620039089743,0.6883804927441586,14.539538034286485,97.28451077914926,81.46993190676312,0,grid,exploration
13,2,-3.665048919277332,6.202057742066992,9.280438951219075,13.517370157364835,99.67276809829272,64.04815947961151,0,random,surveillance
14,2,11.14901466608836,-3.8414914267757574,-3.99860921090388,6.955476074099733,98.13323885986973,79.1828055925436,0,line,return
15,2,-2.7969632272201106,-9.363532585321096,2.0123822940265104,12.206925295604231,96.47634413723061,58.130846967244565,0,line,surveillance
16,2,-6.401166035103211,9.357293829271768,6.097200603606435,14.809141939724167,99.14791554448236,79.70653576760675,0,circle,delivery
17,2,-2.145878260523524,1.5781757894370383,1.5936151748533056,7.030397396924554,97.82590248831168,63.670353596535314,0,circle,return
18,2,0.22621849859091583,0.43490296882371027,-2.050327357396218,6.758162029651403,99.25420292424253,97.70255136293612,0,circle,exploration
19,2,3.314249661737494,5.50223407055234,7.906854984590913,5.372440770492608,99.33221203900186,83.57865977963998,0,circle,delivery
0,3,6.196485920319132,0.6375924070505448,10.603739624409936,13.149804039875175,97.83258566893801,56.70076142253204,0,grid,exploration
1,3,9.076704212216022,7.745225869422395,4.689125842400568,3.194462422633661,99.16814262206614,50.7272332833941,0,circle,surveillance
2,3,-5.616292563328876,-9.896160888800502,-1.0470341722227887,7.709842337397162,95.93173493629428,69.8271391160635,0,grid,exploration
3,3,3.887711278979811,0.22640870682531666,4.282027148481633,3.8736658244843754,97.55432121880868,99.00162876427385,0,line,surveillance
4,3,-6.222347502524266,3.6483627441501922,2.132991230484241,2.728201265987172,98.12166358338068,94.8394204953006,0,line,return
5,3,-4.399398931636776,-1.9334173534533352,-2.0783567398430116,0.613029243997183,99.00532468463918,63.92951695159793,0,line,surveillance
6,3,-0.23515179977278916,-4.876211612096871,-2.4682465267359106,7.5512590628228535,96.39802585685317,51.965606992054944,0,line,surveillance
7,3,-5.689389462944242,4.5567713230025495,-2.80181861267776,11.223895355754875,98.9273949032181,60.467466166835514,0,circle,surveillance
8,3,-7.275955310992761,7.134371337222623,8.52483856750642,0.5502480433589685,98.58781527827989,85.66747929422762,0,circle,delivery
9,3,-0.9451801977818917,-4.561342738620358,0.6974122590876927,6.711185502351819,97.18691366772488,62.12352518173648,0,line,return
10,3,-2.932864421212633,-5.107740018071975,8.735708175362824,11.837568579110075,97.3577890053547,54.34601440437118,0,circle,delivery
11,3,4.708198784747252,-1.902522794367625,8.2101909148189,1.9137045419334564,98.43112047100637,68.15411481993175,0,circle,delivery
12,3,-6.692837869095706,3.1148461834528542,-2.953212845609135,2.7985053607695862,98.42452415653077,58.66867976473774,0,grid,delivery
13,3,-2.1356269188234807,-12.213797608311076,3.7232110077758422,14.735679253629096,99.28980548915973,69.89277995228709,0,random,delivery
14,3,-2.5838566528416638,4.07695612912878,2.8045859381219036,13.940639836913787,97.06618553493034,78.580634473495,0,random,exploration
15,3,-4.587776223992756,-2.5227850163478753,-4.710233618143671,6.381546579246252,97.31194810657772,62.12048662075401,0,circle,surveillance
16,3,3.4929622938868694,-8.007600311344799,-0.03039899323658285,7.988841488273788,99.59088231588785,66.83021390969603,0,grid,surveillance
17,3,-5.755080998812283,-2.7098433944819234,4.101255473176802,10.22254083335894,96.04886070055156,79.78193703039221,0,grid,delivery
18,3,3.1853606359027,-0.7152269302149634,2.1557293668565443,14.075106852315567,98.9438346691717,53.32481336833887,0,circle,return
19,3,-2.719925933579103,-0.2992545968279943,0.868647301064903,11.929009677898353,98.84186339976127,58.18279714328523,0,line,delivery
0,4,1.8488742844820645,10.777003993227195,4.755623517158462,5.886676611339531,95.71700280264211,71.95674542851091,0,grid,exploration
1,4,-1.2301176608392055,5.657965203358332,-3.8177248112273534,7.540805851387187,98.63893652426592,94.97872866372842,0,circle,exploration
2,4,1.5780727905428296,4.254325969434834,-6.992931228899208,2.0890810899508088,95.82987405364852,81.00363779642568,0,grid,delivery
3,4,6.118770216034646,-2.0369751196057386,2.4191027933965272,4.675831016933223,98.55755430092766,87.19731462863385,0,circle,surveillance
4,4,2.7948991287319593,2.0683105264347414,5.587699721289496,1.6594760543281084,95.5677385413274,56.37443311659912,0,line,return
5,4,-2.150081994273735,-1.7370397122473773,-2.363228866735028,10.833788525895994,96.19981731726962,82.05738164426486,0,random,surveillance
6,4,-3.468945995517865,-5.823273516557085,-8.493601244521393,6.93008705466199,95.06358330194092,57.66757015580401,0,circle,surveillance
7,4,7.880221557445916,-0.6142310983507623,0.6345771747512934,13.081858634162272,95.13940858758194,78.25665917946044,0,random,exploration
8,4,-3.5523722772265596,2.7573417856799787,9.810122482375169,6.36196006953579,96.11777882187639,96.71835073845074,0,grid,exploration
9,4,7.1271002307748885,13.093455508687432,3.019763335538969,5.985040558051954,99.52619180588984,66.75986208229504,0,line,surveillance
10,4,-4.660521876300837,-7.874283359328846,4.515852919809573,5.1951899154894186,98.06523399051886,86.87506240548743,0,grid,delivery
11,4,0.7665898359420195,-5.2270950387344435,-0.3451833336476494,2.6458047975933496,97.3081611363026,70.9462724752274,0,line,exploration
12,4,9.644780474726726,6.032825147738787,-0.9444434527741529,1.2802450211796579,94.81562874077026,75.10975051656213,0,line,surveillance
13,4,-5.132629543708351,-3.5127185261724008,3.771402343733876,13.470814341610707,98.77430179758996,59.534386033183324,0,circle,return
14,4,-3.164228913385822,0.9321511384594842,-0.8748860871042764,7.8658540399137005,97.59618626530886,70.0381530437663,0,grid,return
15,4,7.9199649429134436,1.8492113208423393,-0.8741063418618228,14.19173193200449,97.93345341860123,63.53723365717769,0,random,exploration
16,4,5.078391965737306,6.757775474970794,4.008360320216176,0.2956580663154623,99.27945709007713,89.99580426865947,0,line,return
17,4,-5.245258856086146,-1.3534076393939367,-0.74608025776796,3.6475828649918114,96.1886653407217,92.78482340531428,0,random,return
18,4,-5.005316637999487,3.4796780347213185,3.365506289841919,0.19502885266104053,99.37245734572765,60.394312757301364,0,line,delivery
19,4,-1.1477321965699514,-7.948895860342001,9.223434671313594,13.390075666154623,95.7127821913078,67.0908675848938,0,circle,delivery
0,5,-7.283145867619519,3.5300497567281983,-5.902146762481415,8.280707712779703,97.56936735432342,64.72328797709588,0,circle,return
1,5,9.273970909921823,5.359113450863678,0.34520874681713326,11.997828839209728,97.62393247765384,51.12346541600587,0,random,surveillance
2,5,-6.240927110528565,4.216320470113574,1.3543271906397094,14.766032710553281,97.12154908848657,58.583964292415175,0,grid,surveillance
3,5,-0.4199166817633957,-7.647964929881637,3.259318276547504,8.3126700377369,96.49289805824068,91.48709018536007,0,circle,surveillance
4,5,1.7801486715693784,5.413454919727569,8.827372222312883,2.6305691793517436,95.1779402703752,70.93852624460365,0,circle,surveillance
5,5,5.571850325090653,-1.2400654314841943,1.4927918144814591,9.047281641995824,98.5232544515934,69.46478070209884,0,random,return
6,5,-4.379366264886664,5.768208983039198,-4.246994444159715,9.955067480439721,95.0658513033762,86.62860486051252,0,random,delivery
7,5,13.661910324186954,3.537834321656793,-7.095899914930885,0.7713872022637552,97.26816876399381,79.84214244584446,0,circle,surveillance
8,5,0.3250575475151915,9.35400317817755,-2.634835288938837,3.696030498586602,95.654488411629,89.97079394844897,0,circle,surveillance
9,5,9.562242789984644,-8.3143346443552,6.220676013082091,1.3737310998995123,95.16343212268879,56.84093154594807,0,grid,exploration
10,5,1.388505004666269,-6.176721793550506,2.400989255029816,12.098417217921746,96.45608316644642,84.61382822589263,0,line,surveillance
11,5,3.5529287264191156,-7.132759308488732,0.21047546331107553,14.815020119949706,95.02970330156694,51.9713405684253,0,grid,exploration
12,5,1.8578941859768672,-5.883742879101547,-4.905282702041312,13.865942930647956,94.89470877417315,97.2133244556717,0,circle,return
13,5,5.765764266664518,-1.8272509120202671,4.932587062845271,12.43373211226016,99.56496182642253,79.81349392410266,0,random,exploration
14,5,1.6106688581685642,-1.8937431083173868,6.778780627867604,0.9803451119841355,98.17354831084695,76.97456461876686,0,line,exploration
15,5,-3.9730365110975194,4.838825120854442,1.9151610269760817,9.237947822734569,98.58520262623183,51.220039077826904,0,circle,delivery
16,5,0.9114199463771209,5.827401875326756,-2.086442250501861,7.198134304558633,96.61247268390815,93.68385570931693,0,circle,surveillance
17,5,7.5467372009278995,-7.909101625666146,-8.292994999970738,11.063734523833372,98.55611427115849,55.52370565656973,0,circle,surveillance
18,5,-4.520703833760339,-3.3389878255206424,0.3265755630660941,5.764899707395225,96.35176358653464,60.912694393253204,0,line,exploration
19,5,1.6710736626826037,-0.3286152657330754,-3.6279242150873046,13.18677461343247,95.02633988854295,73.37007556249348,0,line,delivery
0,6,1.4322610410652805,3.0622563200407455,2.0458432195390905,3.4600471757663804,98.81735983997247,61.02431045350877,0,grid,return
1,6,12.876500699554471,-1.8798452316323533,-0.24057447812646815,14.53653945211217,95.28107057518288,96.38761415976064,0,line,delivery
2,6,7.702521239949274,-2.253731468747381,-3.5617778655211434,12.237496874859266,98.5777971408167,61.19088074113115,0,line,return
3,6,2.9570777819320204,-3.6005503929166918,1.4234891371857028,13.161912939455705,98.37199978705647,56.47574606414021,0,line,surveillance
4,6,2.029326953624525,2.272283949935125,3.8927213633641524,1.304801398671152,97.65773393464652,68.6344258506157,0,line,return
5,6,10.651022693831747,-3.6045439902392746,0.5586096272497532,3.3027480292471703,96.28370618170203,53.80654297451501,0,random,exploration
6,6,13.234662129368107,-2.054343864601603,-1.8471972125911105,10.170242288385953,96.87134018002105,63.35141350847107,0,grid,return
7,6,5.82080438534536,5.26498321325284,2.7084246195612995,13.009413014397035,96.15818511642483,91.85066641818361,0,circle,return
8,6,7.510794955187635,3.8435494379482136,-0.2355904015842718,5.026782813887128,95.98245871854196,58.03799480241541,0,circle,exploration
9,6,1.3335684321666141,-0.5285682378466657,0.6170737558920523,4.305571997623692,96.61536540812129,99.05930890137117,0,grid,surveillance
10,6,3.827420905705377,11.4162736165273,-0.9388911747650043,11.415418537530421,96.99366710661945,98.14960019294973,0,random,delivery
11,6,1.6957516383196949,1.4777291494525402,2.642561741887131,1.0175558865775787,98.19518216526592,85.40860443226407,0,circle,surveillance
12,6,6.575233144624212,-7.015934523918874,-2.1946092363579415,11.37394793893534,99.577065417706,51.106177576449866,0,grid,return
13,6,2.486059375322604,4.26061803666536,6.000345001610823,6.688540595651225,98.33186666859167,99.85622500788556,0,line,exploration
14,6,2.800072250266662,-1.910271121763056,-4.506164085653566,1.2357156842376404,96.29750348962644,82.72556071405677,0,line,surveillance
15,6,4.141782236496766,-0.5120638922778283,-5.1347931436671965,14.154238802513984,97.60136341536939,81.92629738320429,0,line,exploration
16,6,0.37206991822251095,1.816697246613459,-0.6061802892816494,3.1965705603762498,99.54432958557744,82.58334126879424,0,grid,return
17,6,2.360276982571484,3.1275090530574556,0.45537557912565024,2.782882735546817,95.35688416022195,88.82984263958708,0,circle,surveillance
18,6,3.8136137993377197,7.245762650662156,1.5826058485073506,11.948059364642646,97.29238824243726,55.86540944811972,0,random,return
19,6,4.145018787942561,-6.191355983616764,-0.980489342182635,7.373918201121553,99.37895531462433,79.09857009571994,0,random,return
0,7,-1.5309171660738985,-8.747703654727655,-1.5615315962453835,9.000308221789556,98.19168710645349,84.74909430632712,0,circle,exploration
1,7,-11.419396633144784,0.5791151145093516,-2.1550235981978663,1.573952676272623,98.43977492068737,99.33312966335733,0,random,surveillance
2,7,8.216991508835752,5.086811452878357,-0.4048208691483197,4.896919623659878,97.06144178307645,54.39332495724167,0,line,exploration
3,7,0.8344291949726539,-0.19505983558742723,-2.9593854281510854,1.9907363106459053,96.81229575869222,84.47324845686329,0,circle,surveillance
4,7,7.696777182930011,5.3231684145638445,0.9981518496008706,10.635907791763746,95.29515438126958,85.70434660662139,0,circle,delivery
5,7,-2.5346838885278693,1.27266683107732,5.450727354994159,12.259466549437406,97.38840857740851,82.17888475982625,0,circle,surveillance
6,7,-2.557090018072242,-1.719429170271608,-0.9017365409716009,14.637978837286969,97.96552104114447,59.10589578443496,0,grid,return
7,7,2.8208297320095816,15.52505175860361,0.21685546688389556,10.788026674083957,98.50772629334351,99.8166958028371,0,grid,return
8,7,3.7675898636520833,-4.413962825992027,-0.5868826871167256,13.024087581125707,96.01415465116847,87.13532605999904,0,random,return
9,7,-7.642920369387947,-7.109034306977358,10.708685512650677,10.878864906227047,97.2166552928765,93.67116190408302,0,circle,delivery
10,7,3.961614392067098,-7.181960784921247,8.082701748629479,10.996695336229214,98.9921615743637,85.79124823410443,0,grid,surveillance
11,7,7.6004567707372575,2.319000638029726,-0.7574498949674513,7.384167846720522,98.41384462798412,93.53749506362557,0,random,delivery
12,7,6.4438285018605175,-7.998568893890497,-1.1122047070156609,14.541184835029313,98.35933283649437,82.8368332270646,0,random,return
13,7,-4.898349473130719,-7.079493252449478,-0.6619798524990448,1.10245120995019,98.8012104745623,75.98869742780089,0,circle,exploration
14,7,-7.082909493298755,-1.4405758048295627,8.203798953171553,2.505628618514248,98.81190391855841,51.83357134667715,0,line,return
15,7,4.951108710567465,6.77254642652674,0.252386948760472,12.085052294250797,96.72322817801624,93.41356402566294,0,line,return
16,7,0.34199370292968023,0.5138888174507921,4.338147718184899,0.5901531100276447,99.03945042994987,72.60995141417176,0,line,exploration
17,7,0.959729429036497,-2.2438176810339785,0.7464587626545633,2.225148014431333,94.71684938520578,98.25593482180227,1,circle,exploration
18,7,5.281638373512408,2.4324423794899634,5.690050549298261,7.3326987038538025,96.31567871226949,56.98256273781564,0,line,return
19,7,-13.781276890968448,-3.992339551029243,3.9213407975465087,10.10148649987376,94.80043976946365,54.69503578947092,0,random,surveillance
0,8,-0.1534120038167328,1.8871643658986144,5.150338653443771,14.16921329211035,96.18375985855177,74.85873820042136,0,random,delivery
1,8,3.2784094398630232,-1.4446041380489796,1.1374926793750442,13.964230432604667,96.15236624484218,83.82566928886233,0,random,surveillance
2,8,8.96715766150548,-4.93172696509344,2.3131773261951665,14.991205886559998,99.35893980569722,98.85870921106587,0,random,exploration
3,8,-2.9713792500967893,2.503000095499292,7.975907745950258,11.076738138769898,95.20742219349326,70.20701608255165,0,circle,delivery
4,8,3.78700034924929,4.305863711554491,-0.6878175167999596,12.267513242625323,98.99895472314695,77.22445489804248,1,grid,exploration
5,8,7.678534066558098,-5.590112917181881,-7.418703577940289,10.432008100347932,97.65720949364827,72.43468113112652,0,line,delivery
6,8,9.010075800681847,5.849085446713171,-2.6407517258886193,5.696786702688447,95.28333175214087,75.9540892568109,0,line,exploration
7,8,12.062179026721545,-4.983721125259743,-6.863979261311727,5.982341713453508,96.69913815386333,76.68012733634393,0,random,delivery
8,8,3.7737717083264295,5.067077793901539,4.594642948933826,3.652234448644489,94.96482727601847,53.01336951447804,0,circle,delivery
9,8,2.205957119846879,0.63156736545642,-3.9517409155086742,3.8516485158076192,98.17563549019037,65.36449824631433,0,grid,return
10,8,5.391583030011565,-7.052503018115885,-4.148140682851688,6.203236522880273,98.99056953331525,59.05746747673402,0,circle,delivery
11,8,5.503855939941079,10.033132504152364,1.91141358729142,1.6031538464211574,96.76343890185548,62.82813918506819,0,random,surveillance
12,8,1.919570670323307,7.620702149869221,1.4261225132395365,14.271050133099855,96.59194089926834,90.95944297133951,0,line,surveillance
13,8,-1.347027705626265,3.298185505629787,-5.68187959631921,6.165427047100571,95.4006934856664,95.00115616990055,0,circle,delivery
14,8,-2.792036327845987,5.274621884722206,-0.6747483914601389,10.013248489372057,99.12232343082665,81.19296623382866,0,circle,exploration
15,8,7.038710363368669,3.4218137362645527,-2.8745520723889975,12.941956163148427,98.51630099954612,54.78572777600809,0,grid,delivery
16,8,5.619395583974549,11.852615007956757,-1.9874589250391679,8.917145027792596,97.11616570570415,99.38927601074437,0,line,surveillance
17,8,-6.049014897895389,-6.3780941410672005,-8.765532125895124,10.763966484872643,96.13781924337815,99.56279968510941,0,grid,return
18,8,3.644915395926377,8.94198311564269,-1.0956387049374354,1.284873743946458,95.1290456266794,59.59336623593715,0,grid,surveillance
19,8,-0.21790180051180874,-2.1328203978135933,-0.18767612848484017,7.785896863624055,99.26193718203892,90.01782539111808,0,line,return
0,9,2.554401161072285,5.067644808044624,-9.068678212857277,4.995028695872969,96.20256522400905,99.70696806105838,0,line,delivery
1,9,2.770282849237861,-0.40249280969361345,9.534169211093802,0.9021351390117782,96.73851592061045,97.881264225269,0,grid,delivery
2,9,1.74680412018039,-6.1685724845249,0.3438696932564984,11.342449933428691,97.81214237880509,83.24558622436089,0,random,surveillance
3,9,-3.619538207323949,-1.7695455065839996,-6.1357201310745815,2.2862401999562616,94.58758248920812,96.35004839621476,0,line,surveillance
4,9,12.496647699908472,2.8665891969718595,1.8602455824501578,1.9157022545285223,95.41966184873735,89.1014043835193,0,circle,return
5,9,-0.6455823210125068,-4.45297169117801,-3.548730508932844,5.402046112072786,99.1117862661808,96.84789115155314,0,grid,delivery
6,9,-4.616833030869367,-9.864452964762414,2.8428930226548204,13.79087959821626,97.06518258547085,99.60790074116564,0,circle,return
7,9,13.364997587163954,-1.2929360312864784,6.731513736183948,13.169614806676043,95.20971654946274,90.29627000588106,0,random,surveillance
8,9,0.025201216522956815,-2.8787257974642237,3.5825492178520175,5.191495898066783,94.67194899570042,82.04860386726659,0,line,exploration
9,9,-3.592339908955186,13.224388179288416,-0.600701421962457,11.472147013544932,98.67580686369793,75.12830382317212,0,line,exploration
10,9,-2.147561010796416,-0.034856514927230076,1.1832496244855357,14.4873324172983,97.38751060834933,65.59080665426298,0,circle,exploration
11,9,3.548463771783654,2.3164970922007853,-3.066409469168367,3.240572737643994,96.45206022551085,82.51005461990766,0,grid,exploration
12,9,-0.16721435465103995,8.35363068424976,1.6433372860105577,14.755183878951204,98.35409947892038,57.11246843435981,0,circle,surveillance
13,9,-0.7854298555901967,2.41224857180062,-2.2396424337697467,0.9343769719509404,97.00288935925104,99.83484269264883,0,grid,return
14,9,5.647770677206619,-6.524489842249517,-11.869605674509774,1.960655651102992,95.11697892379766,72.48923244106612,0,grid,delivery
15,9,5.571599556196369,6.939046542305011,-0.6832501463061399,11.00421570842103,95.7034755317933,50.55156322143236,0,grid,exploration
16,9,-1.831222241262414,2.8590200270127326,-6.494557843870643,0.1818116196583991,98.34399271200229,98.7936877455027,0,line,return
17,9,1.8167995988957784,-4.070531165210963,0.7453050142218796,8.219392334605395,97.27811332720019,92.2178541369808,0,circle,surveillance
18,9,-1.3164112559575516,-3.5240135701345046,0.03526970038288513,5.63832427718654,97.57761860714982,72.97233842029934,0,line,exploration
19,9,9.458542400711718,6.611632272691759,-4.7041118276019365,6.564046860830879,98.27664688976974,92.04357897129613,0,random,return
0,10,11.786541066327517,-2.028574615016692,4.710476860046535,9.55004523250811,96.43033207619969,53.3326020280345,0,grid,exploration
1,10,2.4964629020324596,1.4432334869900625,9.61064302842485,10.2034166881253,99.29163549698808,54.23960080229016,0,line,delivery
2,10,-5.735631447648482,-3.8580701925532574,7.002069539722127,9.920559166056217,98.57402216066266,58.70546676670422,0,circle,surveillance
3,10,-2.2844713948569786,-2.9085626030598437,5.397962939931829,0.3141744154636922,99.08914166261786,98.39300174225153,0,random,return
4,10,-6.109053333709219,8.506668259777435,-0.6133991942106787,9.225194520582999,95.62683109681106,82.19521267705653,0,circle,delivery
5,10,-0.2541650822752368,8.278093450405583,9.996357875094997,11.221097691442981,95.44115105954931,82.82393036657513,0,grid,exploration
6,10,-4.224045970105168,-8.83178294688001,11.28103564970161,14.146137566170614,98.29653644083747,56.0750688150459,0,circle,exploration
7,10,-4.516041828608415,-5.702765900019141,5.565001101371498,12.23920408452926,95.19315001818282,92.3257169345139,0,circle,exploration
8,10,-0.24345563091773537,9.036727880099964,3.4548747581912567,11.646711697495869,96.21919081159464,58.87143847348534,0,grid,exploration
9,10,4.674388930249087,0.5281412498230942,0.5705337514110418,10.889698649779433,95.41107335071527,60.675568315533596,0,random,return
10,10,2.5441650629948187,9.51107472317619,2.2037658974428416,4.463226769782309,96.67489003570492,84.44426510250453,0,grid,exploration
11,10,14.008415570901974,-2.111890974954015,3.3904499831372794,6.923362116296849,99.45334190086453,62.33394322608115,0,line,return
12,10,-0.04511628643012644,-3.2526022710465003,-1.9026172490236135,8.326274239534294,95.83464351985162,80.79927251300896,0,line,return
13,10,3.942892022103048,2.3899153237135424,8.274053224958713,0.07844420314369105,95.69504619985953,51.76556774701196,0,circle,exploration
14,10,0.3952592569610922,3.0976622195351387,-3.4374608890105005,4.584063232353223,95.116746190859,99.81671688136237,0,line,return
15,10,-1.187291501617052,3.945284737029338,2.6936025143481768,8.895665012801762,97.54237150911085,70.63109204243119,0,line,surveillance
16,10,-6.628281572850474,7.31292051713591,-1.7592907294622337,9.63488288857841,99.17573202758516,78.99918937140657,0,random,return
17,10,13.790996428341261,9.154645906314702,5.78220174173811,12.074834995211546,98.15089639935893,91.2524705090031,0,circle,delivery
18,10,0.14907688737535785,-1.2661402466363758,4.481937237283576,11.829224470086096,96.91365471779196,72.00994989777453,0,grid,exploration
19,10,5.776526042852554,-3.216303021468713,0.3237855218398429,3.309179290668169,96.50887352968131,86.7831557119595,0,random,surveillance
